District_Name,UnitName,FIRNo,RI,Year,Month,Offence_From_Date,Offence_To_Date,FIR_Reg_DateTime,FIR_Date,FIR Type,FIR_Stage,Complaint_Mode,CrimeGroup_Name,CrimeHead_Name,Latitude,Longitude,ActSection,IOName,KGID,IOAssigned_Date,Internal_IO,Place of Offence,Distance from PS,Beat_Name,Village_Area_Name,Male,Female,Boy,Girl,Age 0,VICTIM COUNT,Accused Count,Arrested Male,Arrested Female,Arrested Count	No.,Accused_ChargeSheeted Count,Conviction Count,FIR_ID,Unit_ID,Crime_No,Cluster_Labels
Belagavi Dist,Bailahongal PS,0176/2018,1,2018,5,2018-05-26 23:30:00.000,2018-05-26 23:31:00.000,2018-05-27 00:30:00.000,27/05/2018,Non Heinous,Pending Trial,Written,IMMORAL TRAFFIC,Un-Organised,0.0,0.0,"IPC 1860 U/s: 370(3),370A(2) IMMORAL TRAFFIC PREVENTION ACT, 1956 U/s: 3,4,5,6 ",F M KARIGAR   (ASI),900491003.0,,146800010,"AT-BHAVIMANAI BILDING NEAR CATAL BAJAR BAILHONGAL, AT-BHAVIMANAI BILDING NEAR CATAL BAJAR BAILHONGAL",WEST 2 KM,z,BAILHONGAL,0,0,0,0,0,0,1,1,0,1,2,2,2018000203,1464,10444146420180176,-1
Belagavi Dist,Bailahongal PS,0278/2021,1,2021,11,2021-11-09 12:55:00.000,2021-11-09 12:56:00.000,2021-11-09 15:30:00.000,09/11/2021,Non Heinous,Pending Trial,Sue-moto by Police,IMMORAL TRAFFIC,Organised,15.815066,74.851065,"IMMORAL TRAFFIC PREVENTION ACT, 1956 U/s: 3,4,5,6 ",F M KARIGAR   (ASI),900491003.0,,146800010,"Bailhongal City Limits Chiraga Lodge, Bailhongal City Limits Chiraga Lodge",Towards To West 2 Km,04 BAILHONGAL TOWN,BAILHONGAL TOWN,0,2,0,0,0,0,1,1,0,1,1,0,2021000381,1464,10444146420210278,-1
Belagavi Dist,Basaweshwar Chowk PS,0038/2019,1,2019,7,2019-07-18 17:20:00.000,2019-07-18 17:40:00.000,2019-07-18 19:20:00.000,18/07/2019,Non Heinous,Pending Trial,Sue-moto by Police,IMMORAL TRAFFIC,Organised,16.429162,74.385373,"IMMORAL TRAFFIC PREVENTION ACT, 1956 U/s: 3,4,5,6,7 ",K C GURLAHOSUR   (WPSI),1998600.0,,145800013,"Usha Palace lodge & restorant, Usha Palace lodge & restorant",2 K M Towards North side,GB NO 4,SRIPEWADI,0,1,0,0,0,0,4,2,0,2,3,0,2019000073,1482,10444148220190038,-1
Belagavi Dist,Chikkodi PS,0096/2019,1,2019,7,2019-07-18 14:05:00.000,2019-07-18 14:06:00.000,2019-07-18 16:45:00.000,18/07/2019,Non Heinous,Pending Trial,Sue-moto by Police,IMMORAL TRAFFIC,Organised,16.425613,74.578343,"IMMORAL TRAFFIC PREVENTION ACT, 1956 U/s: 3,4,5,6,7 ",ASHOK T KULLUR   (PSI),549301.0,,147800008,"Brundavan Lodge, Brundavan Lodge",0.5 K M Towords East Side,CHIKODI TOWN BEAT 04,BUS STAND,0,1,0,0,0,0,2,2,0,2,2,0,2019000172,1478,10444147820190096,-1
Belagavi Dist,Chikkodi PS,0097/2019,1,2019,7,2019-07-18 14:30:00.000,2019-07-18 14:35:00.000,2019-07-18 17:00:00.000,18/07/2019,Non Heinous,Pending Trial,Sue-moto by Police,IMMORAL TRAFFIC,Organised,16.430537,74.591086,"IMMORAL TRAFFIC PREVENTION ACT, 1956 U/s: 7,6,5,4,3 ",S C MATHAPATI   (ASI),900490911.0,,146300027,"Sridevi Lodge, Sridevi Lodge",1 K M Towords East Side,CHIKODI TOWN BEAT 1,AMBEDKAR NAGAR CHIKODI,0,1,0,0,0,0,2,2,0,2,2,0,2019000179,1478,10444147820190097,-1
Belagavi Dist,Harugeri PS,0226/2023,1,2023,10,2023-10-28 13:00:00.000,2023-10-28 13:01:00.000,2023-10-28 16:00:00.000,28/10/2023,Non Heinous,Under Investigation,Sue-moto by Police,IMMORAL TRAFFIC,Un-Organised,16.492696,74.9409,"IMMORAL TRAFFIC PREVENTION ACT, 1956 U/s: 3,4,5,7 IPC 1860 U/s: 34 ",GIRIMALLAPPA  UPPAR (PSI),2841065,,178300092,"HIDAKAL VILLAGE LIMITS ABHIMAN LADGE, HIDAKAL VILLAGE LIMITS ABHIMAN LADGE",SOUTH 3 KM,BEAT 12,HIDKAL,1,2,0,0,0,0,4,0,0,0,0,0,2023000316,2126,10444212620230226,-1
Belagavi Dist,Kudachi PS,0119/2023,1,2023,9,2023-09-14 17:40:00.000,2023-09-14 17:41:00.000,2023-09-14 20:10:00.000,14/09/2023,Non Heinous,Pending Trial,Sue-moto by Police,IMMORAL TRAFFIC,Un-Organised,16.496797,74.52061,"IMMORAL TRAFFIC PREVENTION ACT, 1956 U/s: 3,4,5,7 IPC 1860 U/s: 34 ",NAGAVVA MARUTI PATIL (PSI),2607974,,91900476,"Kudachi Limits Shivashakti Lodge, Kudachi Limits Shivashakti Lodge",East 0.5 KM,KUDACHI,HANDIGUND,1,0,0,0,0,0,5,0,0,0,4,0,2023000171,1484,10444148420230119,-1
Belagavi Dist,Nippani Rural PS,0054/2020,1,2020,6,2020-06-20 14:25:00.000,2020-06-20 14:26:00.000,2020-06-20 17:30:00.000,20/06/2020,Non Heinous,Pending Trial,Written,IMMORAL TRAFFIC,Organised,0.0,0.0,"IMMORAL TRAFFIC PREVENTION ACT, 1956 U/s: 7,5,4,3,7(2B),5(1A),4(1),3(1),3(A) ",A B BAJANTRI   (HC),900491093.0,,147900002,"JAI VIJAY LODGE NEAR APPACHIWADI OVER BRIDGE, JAI VIJAY LODGE NEAR APPACHIWADI OVER BRIDGE",18 KMS TOWARDS NORTH,Beat 35 Koganoli 01,Koganoli,0,1,0,0,0,0,4,0,0,0,3,0,2020000083,1481,10444148120200054,-1
Belagavi Dist,Nippani Town PS,0042/2016,1,2016,3,2016-03-11 20:29:00.000,2016-03-11 20:30:00.000,2016-03-11 21:30:00.000,11/03/2016,Non Heinous,Pending Trial,Sue-moto by Police,IMMORAL TRAFFIC,Un-Organised,0.0,0.0,"IMMORAL TRAFFIC PREVENTION ACT, 1956 U/s: 3(1),4(1),5(A),5(B),5(C),5(D),6(1B) ",VINOD  PUJARI (PSI),2595370.0,,7900086,"SHAM DELUXE SAKHARAWADI NIPPANI, SHAM DELUXE SAKHARAWADI NIPPANI",ABOUT 1KM TOWARDS NORTH,BEAT 6,BELGAUM NAKA,0,5,0,0,0,0,11,9,2,11,11,0,2016000045,1480,10444148020160042,-1
Belagavi Dist,Nippani Town PS,0021/2019,1,2019,3,2019-03-14 12:00:00.000,2019-03-14 13:05:00.000,2019-03-14 16:45:00.000,14/03/2019,Non Heinous,Pending Trial,Sue-moto by Police,IMMORAL TRAFFIC,Organised,16.399086,74.382709,"IMMORAL TRAFFIC PREVENTION ACT, 1956 U/s: 3,4,5,6,7 ",R B SHAIK   (ASI),549358.0,,148600030,"New Gujarat Lodge, Chate Market, Nippani, New Gujarat Lodge, Chate Market, Nippani",Towards North 1 Km,Beat 17,Neharu Chowk,0,4,0,0,0,0,9,9,0,9,9,0,2019000084,1480,10444148020190021,-1
